"scenario_id","method","median_g","boundary_hit_frac","g_mode","est_version","phase","reps","test_n","B_boot","delta_main","seed_base","generated"
"n100_p4_rho0.99_normal","PMM2_RTE_Stable",0,0.873,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n100_p4_rho0.99_normal","RTE_Oracle",0,0.99,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n100_p4_rho0.99_normal","PMM2_RTE_Oracle",0,0.993,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","RTE_CV",0,0.901,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","RTE_Stable",0,0.997,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","PMM2_RTE_CV",0,0.822,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","PMM2_RTE_Stable",0,0.99,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","RTE_Oracle",0,0.997,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_exponential","PMM2_RTE_Oracle",0,0.986,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","RTE_CV",0,0.88,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","RTE_Stable",0,0.993,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","PMM2_RTE_CV",0,0.831,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","PMM2_RTE_Stable",0,0.991,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","RTE_Oracle",0,0.995,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_gamma2","PMM2_RTE_Oracle",0,0.989,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","RTE_CV",0,0.889,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","RTE_Stable",0,0.996,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","PMM2_RTE_CV",0,0.838,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","PMM2_RTE_Stable",0,0.992,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","RTE_Oracle",0,0.999,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_lognormal","PMM2_RTE_Oracle",0,0.988,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","RTE_CV",0,0.886,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","RTE_Stable",0,0.995,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","PMM2_RTE_CV",0,0.887,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","PMM2_RTE_Stable",0,0.996,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.90_normal","PMM2_RTE_Oracle",0,0.999,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","RTE_CV",0,0.835,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","RTE_Stable",0,0.995,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","PMM2_RTE_CV",0,0.78,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","PMM2_RTE_Stable",0,0.991,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_exponential","PMM2_RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","RTE_CV",0,0.82,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","RTE_Stable",0,0.993,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","PMM2_RTE_CV",0,0.822,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","PMM2_RTE_Stable",0,0.991,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_gamma2","PMM2_RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","RTE_CV",0,0.815,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","RTE_Stable",0,0.997,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","PMM2_RTE_CV",0,0.794,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","PMM2_RTE_Stable",0,0.991,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_lognormal","PMM2_RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","RTE_CV",0,0.852,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","RTE_Stable",0,0.993,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","PMM2_RTE_CV",0,0.843,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","PMM2_RTE_Stable",0,0.995,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p12_rho0.99_normal","PMM2_RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","RTE_CV",0.5,0.643,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","RTE_Stable",0,0.989,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","PMM2_RTE_CV",1,0.549,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","PMM2_RTE_Stable",0,0.988,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","RTE_Oracle",0,0.948,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_exponential","PMM2_RTE_Oracle",0,0.929,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","RTE_CV",1,0.603,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","RTE_Stable",0,0.989,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","PMM2_RTE_CV",1,0.549,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","PMM2_RTE_Stable",0,0.986,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","RTE_Oracle",0,0.957,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_gamma2","PMM2_RTE_Oracle",0,0.937,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","RTE_CV",1,0.63,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","RTE_Stable",0,0.992,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","PMM2_RTE_CV",1,0.55,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","PMM2_RTE_Stable",0,0.99,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","RTE_Oracle",0,0.955,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_lognormal","PMM2_RTE_Oracle",0,0.944,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","RTE_CV",0.375,0.636,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","RTE_Stable",0,0.986,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","PMM2_RTE_CV",0.5,0.635,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","PMM2_RTE_Stable",0,0.988,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","RTE_Oracle",0,0.955,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.90_normal","PMM2_RTE_Oracle",0,0.953,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","RTE_CV",0,0.738,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","RTE_Stable",0,0.985,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","PMM2_RTE_CV",0,0.683,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","PMM2_RTE_Stable",0,0.994,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","RTE_Oracle",0,0.998,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_exponential","PMM2_RTE_Oracle",0,1,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","RTE_CV",0,0.753,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","RTE_Stable",0,0.992,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","PMM2_RTE_CV",0,0.723,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","PMM2_RTE_Stable",0,0.984,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","RTE_Oracle",0,0.999,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_gamma2","PMM2_RTE_Oracle",0,0.999,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","RTE_CV",0,0.756,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","RTE_Stable",0,0.981,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","PMM2_RTE_CV",0,0.72,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","PMM2_RTE_Stable",0,0.993,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","RTE_Oracle",0,0.996,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_lognormal","PMM2_RTE_Oracle",0,0.997,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_normal","Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_normal","Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_normal","PMM2_Ridge_CV",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_normal","PMM2_Ridge_Stable",1,NA,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_normal","RTE_CV",0,0.73,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
"n500_p4_rho0.99_normal","RTE_Stable",0,0.994,"deployable","0.5.0-pmmrte","final",1000,5000,150,0.03,20260612,"2026-06-27 10:00:26 EEST"
